1000	6.5173
2000	3.2092
3000	2.0836
4000	1.5027
5000	1.1386
6000	0.88177
7000	0.68491
8000	0.5243
9000	0.38663
10000	0.26397
11000	0.15182
12000	0.047821
13000	0.046577
14000	0.12619
15000	0.17697
16000	0.16583
17000	0.012601
18000	0.45856
19000	1.7449
20000	5.3098
21000	16.349
22000	59.369
23000	316.97
24000	4847.8
25000	5.097e+06
26000	11900
27000	445.55
28000	72.506
29000	18.907
30000	6.1073
31000	2.1535
32000	0.74871
33000	0.20085
34000	0.011845
35000	0.071305
36000	0.082447
37000	0.069085
38000	0.046545
39000	0.021577
40000	0.00089862
41000	0.023105
42000	0.042477
43000	0.059139
44000	0.073538
45000	0.085723
46000	0.096064
47000	0.10481
48000	0.11215
49000	0.1183
50000	0.12342
51000	0.12764
52000	0.13111
53000	0.13391
54000	0.13615
55000	0.13791
56000	0.13924
57000	0.14021
58000	0.14088
59000	0.14127
60000	0.14142
61000	0.14138
62000	0.14115
63000	0.14078
64000	0.14028
65000	0.13966
66000	0.13895
67000	0.13815
68000	0.13728
69000	0.13635
70000	0.13537
71000	0.13434
72000	0.13327
73000	0.13218
74000	0.13105
75000	0.12991
76000	0.12874
77000	0.12756
78000	0.12638
79000	0.12518
80000	0.12398
81000	0.12278
82000	0.12157
83000	0.12037
84000	0.11916
85000	0.11797
86000	0.11677
87000	0.11558
88000	0.1144
89000	0.11322
90000	0.11206
91000	0.1109
92000	0.10975
93000	0.10861
94000	0.10748
95000	0.10636
96000	0.10524
97000	0.10414
98000	0.10305
99000	0.10197
1e+05	0.10091
1.01e+05	0.099848
1.02e+05	0.098802
1.03e+05	0.097765
1.04e+05	0.096741
1.05e+05	0.095726
1.06e+05	0.094723
1.07e+05	0.09373
1.08e+05	0.092748
1.09e+05	0.091777
1.1e+05	0.090816
1.11e+05	0.089866
1.12e+05	0.088926
1.13e+05	0.087997
1.14e+05	0.087077
1.15e+05	0.086167
1.16e+05	0.085268
1.17e+05	0.084378
1.18e+05	0.083498
1.19e+05	0.082627
1.2e+05	0.081766
1.21e+05	0.080914
1.22e+05	0.080072
1.23e+05	0.079238
1.24e+05	0.078413
1.25e+05	0.077597
1.26e+05	0.076789
1.27e+05	0.075991
1.28e+05	0.075201
1.29e+05	0.074418
1.3e+05	0.073644
1.31e+05	0.072878
1.32e+05	0.07212
1.33e+05	0.071369
1.34e+05	0.070627
1.35e+05	0.069892
1.36e+05	0.069164
1.37e+05	0.068444
1.38e+05	0.067731
1.39e+05	0.067024
1.4e+05	0.066325
1.41e+05	0.065633
1.42e+05	0.064947
1.43e+05	0.064268
1.44e+05	0.063596
1.45e+05	0.06293
1.46e+05	0.06227
1.47e+05	0.061616
1.48e+05	0.060969
1.49e+05	0.060327
1.5e+05	0.059692
1.51e+05	0.059062
1.52e+05	0.058438
1.53e+05	0.057819
1.54e+05	0.057206
1.55e+05	0.056599
1.56e+05	0.055997
1.57e+05	0.0554
1.58e+05	0.054809
1.59e+05	0.054223
1.6e+05	0.053642
1.61e+05	0.053066
1.62e+05	0.052495
1.63e+05	0.051928
1.64e+05	0.051366
1.65e+05	0.050809
1.66e+05	0.050256
1.67e+05	0.049708
1.68e+05	0.049165
1.69e+05	0.048626
1.7e+05	0.048092
1.71e+05	0.04756
1.72e+05	0.047034
1.73e+05	0.046512
1.74e+05	0.045994
1.75e+05	0.04548
1.76e+05	0.04497
1.77e+05	0.044463
1.78e+05	0.04396
1.79e+05	0.043462
1.8e+05	0.042967
1.81e+05	0.042477
1.82e+05	0.041988
1.83e+05	0.041504
1.84e+05	0.041023
1.85e+05	0.040547
1.86e+05	0.040074
1.87e+05	0.039602
1.88e+05	0.039135
1.89e+05	0.038672
1.9e+05	0.038212
1.91e+05	0.037754
1.92e+05	0.037299
1.93e+05	0.036849
1.94e+05	0.036402
1.95e+05	0.035955
1.96e+05	0.035513
1.97e+05	0.035074
1.98e+05	0.034639
1.99e+05	0.034204
2e+05	0.033773
2.01e+05	0.033346
2.02e+05	0.032921
2.03e+05	0.032497
2.04e+05	0.032078
2.05e+05	0.031662
2.06e+05	0.031246
2.07e+05	0.030834
2.08e+05	0.030426
2.09e+05	0.030017
2.1e+05	0.029612
2.11e+05	0.029211
2.12e+05	0.028811
2.13e+05	0.028412
2.14e+05	0.028018
2.15e+05	0.027625
2.16e+05	0.027234
2.17e+05	0.026846
2.18e+05	0.02646
2.19e+05	0.026075
2.2e+05	0.025694
2.21e+05	0.025314
2.22e+05	0.024936
2.23e+05	0.024562
2.24e+05	0.024187
2.25e+05	0.023815
2.26e+05	0.023448
2.27e+05	0.023078
2.28e+05	0.022713
2.29e+05	0.022351
2.3e+05	0.021987
2.31e+05	0.021628
2.32e+05	0.02127
2.33e+05	0.020912
2.34e+05	0.020561
2.35e+05	0.020205
2.36e+05	0.019855
2.37e+05	0.019507
2.38e+05	0.019157
2.39e+05	0.018814
2.4e+05	0.018468
2.41e+05	0.018126
2.42e+05	0.017787
2.43e+05	0.017445
2.44e+05	0.017111
2.45e+05	0.016772
2.46e+05	0.016438
2.47e+05	0.016106
2.48e+05	0.015773
2.49e+05	0.015448
2.5e+05	0.015115
2.51e+05	0.01479
2.52e+05	0.014464
2.53e+05	0.014139
2.54e+05	0.013819
2.55e+05	0.013495
2.56e+05	0.013181
2.57e+05	0.012857
2.58e+05	0.012543
2.59e+05	0.012225
2.6e+05	0.011911
2.61e+05	0.011599
2.62e+05	0.011286
2.63e+05	0.010979
2.64e+05	0.010665
2.65e+05	0.010364
2.66e+05	0.010051
2.67e+05	0.0097509
2.68e+05	0.0094416
2.69e+05	0.009142
2.7e+05	0.0088375
2.71e+05	0.0085382
2.72e+05	0.0082385
2.73e+05	0.0079393
2.74e+05	0.0076443
2.75e+05	0.0073452
2.76e+05	0.0070548
2.77e+05	0.0067557
2.78e+05	0.0064698
2.79e+05	0.0061706
2.8e+05	0.0058893
2.81e+05	0.0055897
2.82e+05	0.0053129
